ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
954	139	23	19	al	Rothenbergen	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	detected			508007.671123781	5560851.7884444	detected		508007.6711	5560851788	
977	139	29	9	c	Somborn	Gelnhausen	Hessen-Nassau	j	j	NA	NA	NA	detected			508031.744291654	5554347.32256912	detected		508031.7443	5554347323	
978	139	29	14	cu	Albstadt	BA. Alzenau	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			508164.363574227	5551734.62264913	detected		508164.3636	5551734623	
915	139	17	14	cl	Büdingen	Büdingen	Hessen	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	508177.3034	5571192673	found
382	125	17	4	au	Gleimenhain	Alsfeld	Hessen	j	j	j	j	NA	detected			508219.591617275	5630348.76940154	detected		508219.5916	5630348769	
870	139	11	19	au	Usenborn	Büdingen	Hessen	j	j	j	j	NA	detected			508222.632696928	5578698.14150869	detected		508222.6327	5578698142	
465	125	29	19	ao	Ober-Ohmen	Alsfeld	Hessen	j	j	j	j	NA	not detected	Ober Ohmen		508305.509574342	5607264.06259426	detected		508305.5096	5607264063	
78	111	29	14	c	Bad Wildungen	der Eder	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		508706.6172	5663143475	found (two entries in Wenker but with same location, differ only in â€œorg_nameâ€)
507	125	35	19	cu	Betzenrod	Schotten	Hessen	j	j	j	NA	NA	detected			508840.698898185	5596112.00455562	detected		508840.6989	5596112005	
383	125	17	9	bu	Wahlen	Alsfeld	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		508906.2573	5628326049	found
1259	151	35	24	dl	Reisenbach	AB. Buchen	Baden	NA	j	j	j	NA	detected			508985.157168986	5483426.22160176	detected		508985.1572	5483426222	
17	111	5	9	do	Wormeln	Warburg	Westfalen	j	j	j	j	NA	detected			509306.983418047	5702334.83622359	detected		509306.9834	5702334836	
830	139	5	24	d	Glashütten	Schotten	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		509420.2851	5585182653	found
826	139	5	9	du	Wingershausen	Schotten	Hessen	j	j	j	j	NA	detected			509488.809966932	5590531.17746415	detected		509488.81	5590531177	
60	111	23	24	du	Bergheim	der Eder	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	509515.5512	5668516197	found
460	125	29	4	dr	Ermenrod	Alsfeld	Hessen	j	j	j	j	NA	detected			509797.970469508	5611191.89643076	detected		509797.9705	5611191896	
15	111	5	4	dr	Warburg	Warburg	Westfalen	j	j	j	NA	NA	detected			509900.572157996	5704248.82577614	detected		509900.5722	5704248826	
333	125	5	9	b	Hundshausen	Fritzlar-Homberg	Hessen-Nassau	j	j	NA	NA	NA	detected			509927.011709721	5647210.00072584	detected		509927.0117	5647210001	
75	111	29	9	br	Anraff	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			509954.385765614	5665747.9706209	detected		509954.3858	5665747971	
1292	111	17	19	br	Ippinghausen	Wolfhagen	Hessen-Nassau	NA	j	NA	NA	NA	not detected	Ippinghausen	Wolfhagen	99999	99999	not detected	NANA	510074.59	5681213.25	f
951	139	23	4	bd	Hain-Gründau	Büdingen	Hessen	j	NA	NA	NA	NA	not detected	Haingründau		510075.591188005	5565569.72195816	detected		510075.5912	5565569722	
508	125	35	19	du	Götzen	Schotten	Hessen	j	j	j	j	NA	detected			510102.365140816	5596258.82845631	detected		510102.3651	5596258828	
38	111	11	15	al	Ehringen	Wolfhagen	Hessen-Nassau	j	j	j	j	NA	detected			510237.247531105	5692171.8196217	detected		510237.2475	5692171.82	
466	125	29	20	cl	Unter-Seibertenrod	Schotten	Hessen	j	j	j	j	NA	not detected	Unter Seibertenrod		510401.887667684	5606100.23630061	detected		510401.8877	5606100236	
1076	151	5	10	a	Aschaffenburg	NA	RegBez. Unterfranken (Bayern)	j	j	j	j	Kreis nicht angegeben, vermutlich aber Aschaffenburg	detected			510547.887247648	5535761.39726293	detected		510547.8872	5535761397	
867	139	11	5	a	Steinberg	Schotten	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		510601.4039	5584284229	found
1257	151	35	15	c	Schlossau	AB. Buchen	Baden	j	j	j	NA	NA	detected			511018.838728625	5487421.15908986	detected		511018.8387	5487421159	
952	139	23	5	dl	Gettenbach	Gelnhausen	Hessen-Nassau	j	j	NA	NA	NA	detected			511053.759913555	5564960.12371437	detected		511053.7599	5564960124	
1108	151	11	15	ar	Großwallstadt	BA. Obernburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	not detected	Großwallstadt	Miltenberg	99999	99999	not detected	NANA	511218.55	5525216.78	f
414	125	23	5	ad	Heimertshausen	Alsfeld	Hessen	NA	j	j	j	NA	detected			511282.130156556	5621191.62041721	detected		511282.1302	5621191.62	
96	111	35	15	cr	Oberurff-Schiffelborn	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	not detected	Oberurff		511358.819601105	5653773.99963644	detected		511358.8196	5653774	
1078	151	6	11	cl	Schweinheim	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			511504.478330304	5534406.91360131	detected		511504.4783	5534406914	
18	111	5	10	cr	Calenberg	Warburg	Westfalen	j	j	j	NA	NA	not detected	Kalenberg		511510.193304266	5701683.18644444	detected		511510.1933	5701683186	
61	111	24	1	al	Naumburg	Wolfhagen	Hessen-Nassau	j	j	j	j	NA	detected			511578.538152302	5677606.14079918	detected		511578.5382	5677606141	
4	98	36	16	cl	Dössel	Warburg	Westfalen	j	NA	NA	NA	NA	detected			511620.649865076	5708055.98295859	detected		511620.6499	5708055983	
921	139	18	1	al	Michelau	Büdingen	Hessen	j	NA	NA	NA	NA	detected			511822.589979419	5575169.06409149	detected		511822.59	5575169064	
871	139	11	20	dl	Bindsachsen	Büdingen	Hessen	j	j	j	j	NA	detected			511866.383543542	5577859.99868992	detected		511866.3835	5577859999	
1293	111	18	1	a	Wolfhagen	Wolfhagen	Hessen-Nassau	NA	j	j	j	NA	not detected	Wolfhagen	Kassel	99999	99999	not detected	NANA	511920.37	5686144.21	f
1109	151	11	15	dl	Kleinwallstadt	BA. Obernburg	RegBez. Unterfranken (Bayern)	j	NA	NA	NA	NA	detected			512014.119280351	5524590.53042911	detected		512014.1193	5524590.53	
390	125	18	16	c	Ohmes	Alsfeld	Hessen	j	j	j	j	NA	detected			512319.604598804	5624062.9152699	detected		512319.6046	5624062915	
82	111	30	6	a	Wellen	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			512353.336251279	5665942.22131659	detected		512353.3363	5665942221	
1260	151	36	1	c	Mörschenhardt	AB. Buchen	Baden	NA	NA	NA	j	NA	detected			512443.837062011	5490715.05102837	detected		512443.8371	5490715051	
1230	151	30	11	c	Kirchzell	BA. Miltenberg	RegBez. Unterfranken (Bayern)	j	j	NA	j	NA	detected			512778.097447939	5496163.51127555	detected		512778.0974	5496163511	
513	125	36	21	cu	Busenborn	Schotten	Hessen	j	j	j	j	NA	detected			512829.859950898	5594140.94815582	detected		512829.86	5594140948	
473	125	30	11	cu	Stumpertenrod	Schotten	Hessen	j	j	j	NA	NA	detected			512876.424163385	5606961.94221311	detected		512876.4242	5606961942	
42	111	12	6	d	Niederelsungen	Wolfhagen	Hessen-Nassau	NA	NA	j	j	NA	detected			513046.503164906	5693090.16414175	detected		513046.5032	5693090164	
1010	139	36	21	cr	Goldbach	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	NA	j	j	j	NA	detected			513079.617237337	5538491.00135333	detected		513079.6172	5538491001	
1157	151	18	16	ar	Klingenberg am Main	BA. Obernburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	not detected	Klingenberg		513109.730423434	5514308.7693523	detected		513109.7304	5514308769	
924	139	18	6	bo	Rinderbügen	Büdingen	Hessen	j	NA	NA	NA	NA	detected			513228.782876678	5573571.23316852	detected		513228.7829	5573571233	
338	125	6	16	d	Dittershausen	Ziegenhain	Hessen-Nassau	NA	NA	j	NA	NA	detected			513554.875483545	5642514.31707492	detected		513554.8755	5642514317	
509	125	36	1	b	Ulrichstein	Schotten	Hessen	j	NA	NA	NA	NA	detected			513630.292530043	5602727.25484809	detected		513630.2925	5602727255	
922	139	18	1	b	Wolferborn	Gelnhausen	Hessen-Nassau	j	NA	NA	NA	NA	detected			513679.949438691	5575318.08317666	detected		513679.9494	5575318083	
980	139	30	1	bl	Großenhausen	Gelnhausen	Hessen-Nassau	j	j	NA	NA	NA	not detected	Großenhausen	Linsengericht	99999	99999	not detected	NANA	513687.41	5556593.21	f
389	125	18	11	du	Seibelsdorf	Alsfeld	Hessen	j	j	j	j	NA	detected			513972.529887574	5625657.243069	detected		513972.5299	5625657243	
83	111	30	11	br	Mandern	der Eder	Hessen-Nassau	j	j	j	NA	NA	detected			514045.036762788	5663789.14318822	detected		514045.0368	5663789143	
62	111	24	7	cl	Altendorf	Wolfhagen	Hessen-Nassau	j	j	j	j	NA	detected			514108.308638385	5673875.85763075	detected		514108.3086	5673875858	
469	125	30	1	du	Windhausen	Alsfeld	Hessen	j	NA	NA	NA	NA	detected			514110.295542748	5611168.37928363	detected		514110.2955	5611168379	
419	125	24	1	b	Billertshausen	Alsfeld	Hessen	j	j	j	j	NA	detected			514152.669167101	5621621.17092189	detected		514152.6692	5621621171	
982	139	30	11	dr	Geiselbach	BA. Alzenau	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			514189.788758649	5552247.58316396	detected		514189.7888	5552247583	
23	111	6	6	dr	Herlinghausen	Warburg	Westfalen	j	j	j	j	NA	detected			514384.96480398	5702057.50643262	detected		514384.9648	5702057506	
1011	139	36	21	dr	Hösbach	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	NA	NA	NA	j	NA	detected			514425.350216274	5539105.97290861	detected		514425.3502	5539105973	
393	125	18	22	a	Angenrod	Alsfeld	Hessen	j	j	j	j	NA	detected			514556.936054106	5623390.35924719	detected		514556.9361	5623390359	
514	125	36	22	au	Breungeshain	Schotten	Hessen	j	j	j	j	NA	detected			514621.724595004	5595035.17815817	detected		514621.7246	5595035178	
1079	151	6	12	ao	Haibach	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			514723.466361536	5534926.22743477	detected		514723.4664	5534926227	
1008	139	36	2	al	Krombach	BA. Alzenau	BegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			514755.726924603	5549224.82088195	detected		514755.7269	5549224821	
1155	151	18	2	a	Rück	BA. Obernburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			514843.958613999	5519827.86145781	detected		514843.9586	5519827861	
1262	151	36	12	cu	Mudau	AB. Buchen	Baden	j	j	j	j	NA	detected			514913.038175544	5486774.4861828	detected		514913.0382	5486774486	
98	111	36	2	c	Kerstenhausen	Fritzlar-Homberg	Hessen-Nassau	NA	NA	j	j	NA	detected			515121.75037402	5656964.12026914	detected		515121.7504	5656964.12	
882	139	12	22	a	Kefenrod	Büdingen	Hessen	j	j	j	j	NA	detected			515162.647263023	5577023.35421542	detected		515162.6473	5577023354	
957	139	24	22	c	Geislitz	Gelnhausen	Hessen-Nassau	NA	NA	j	j	NA	detected			515275.011827681	5557709.91818478	detected		515275.0118	5557709918	
360	125	12	17	cr	Merzhausen	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		515697.6081	5633368389	found
831	139	6	7	dl	Kaulstoß	Schotten	Hessen	j	j	j	j	NA	not detected	Kaulstoß	Schotten	99999	99999	not detected	NANA	515873.53	5590945.37	f
422	125	24	17	bl	Nieder-Breidenbach	Alsfeld	Hessen	j	j	j	j	NA	not detected	Nieder Breidenbach		515898.937561411	5615788.23555762	detected		515898.9376	5615788236	
1228	151	30	7	ad	Amorbach	BA. Miltenberg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			515977.277623932	5498884.72697317	detected		515977.2776	5498884727	
1295	111	18	7	d	Istha	Wolfhagen	Hessen-Nassau	j	j	j	j	NA	not detected	Istha	Wolfhagen	99999	99999	not detected	NANA	516022.96	5683710.03	f
475	125	30	17	bd	Helpershain	Schotten	Hessen	j	j	j	NA	NA	detected			516090.976298048	5606147.96016186	detected		516090.9763	5606147.96	
44	111	12	22	do	Altenhasungen	Wolfhagen	Hessen-Nassau	j	j	j	NA	NA	detected			516111.592321619	5687571.7039442	detected		516111.5923	5687571704	
394	125	18	22	b	Leusel	Alsfeld	Hessen	j	j	j	j	NA	detected			516300.08233512	5623039.67375894	detected		516300.0823	5623039674	
25	111	6	17	b	Oberlistingen	Wolfhagen	Hessen-Nassau	j	j	j	NA	NA	detected			516394.944521487	5699094.18814398	detected		516394.9445	5699094188	
1233	151	30	17	d	Beuchen	BA. Miltenberg	RegBez. Unterfranken (Bayern)	NA	NA	j	j	NA	detected			516562.03515037	5494161.40795713	detected		516562.0352	5494161408	
1	98	36	2	dr	Borgentreich	Warburg	Westfalen	j	j	j	j	NA	detected			516661.492091561	5713163.67781573	detected		516661.4921	5713163678	
1296	111	18	17	dr	Balhorn	Wolfhagen	Hessen-Nassau	j	NA	NA	NA	NA	not detected	Balhorn	Bad Emstal	99999	99999	not detected	NANA	516687.02	5680178	f
874	139	12	3	cu	Mittel-Seemen	Schotten	Hessen	j	j	NA	NA	NA	not detected	Mittel Seemen		517007.603592918	5583011.12599132	detected		517007.6036	5583011126	
5	98	36	18	co	Rösebeck	Warburg	Westfalen	j	j	j	j	NA	detected			517115.4904166	5708015.9245872	detected		517115.4904	5708015925	
423	125	24	18	cl	Strebendorf	Alsfeld	Hessen	j	j	j	j	NA	not detected	Strebendorf	Romrod	99999	99999	not detected	NANA	517154.01	5615031.96	f
832	139	6	8	a	Sichenhausen	Schotten	Hessen	j	j	j	j	NA	detected			517206.226875706	5591840.57301799	detected		517206.2269	5591840573	
983	139	30	13	al	Huckelheim	BA. Alzenau	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			517275.997552437	5552857.09583036	detected		517275.9976	5552857096	
22	111	6	3	cu	Haueda	Hofgeismar	Hessen-Nassau	j	j	j	j	NA	detected			517315.654461445	5704246.43164932	detected		517315.6545	5704246432	
877	139	12	8	cu	Nieder-Seemen	Schotten	Hessen	j	j	j	j	NA	not detected	Nieder Seemen		517530.929087769	5581656.27942135	detected		517530.9291	5581656279	
1263	151	36	13	al	Steinbach	AB. Buchen	Baden	j	NA	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	517599.3393	5488461268	found
1229	151	30	8	co	Schneeberg	BA. Miltenberg	RegBez. Unterfranken (Bayern)	j	j	j	NA	NA	detected			517891.238879089	5498668.3402399	detected		517891.2389	5498668.34	
883	139	12	23	ar	Hitzkirchen	Büdingen	Hessen	j	j	j	NA	NA	detected			518031.045711015	5576754.3641215	detected		518031.0457	5576754364	
388	125	18	8	au	Heidelbach	Alsfeld	Hessen	j	j	j	j	NA	not detected	Heidelbach	Alsfeld	99999	99999	not detected	NANA	518131.6	5628449.77	f
100	111	36	18	ar	Nassenerfurth	Fritzlar-Homberg	Hessen-Nassau	j	j	j	NA	NA	detected			518136.287339017	5652581.20484065	detected		518136.2873	5652581205	
387	125	18	3	ar	Holzburg	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			518213.670020406	5630496.46502508	detected		518213.67	5630496465	
923	139	18	3	ad	Streitberg	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	detected			518287.691638891	5574553.64071649	detected		518287.6916	5574553641	
1009	139	36	18	ad	Sailauf	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			518316.478632649	5541230.39154052	detected		518316.4786	5541230392	
881	139	12	18	bl	Burgbracht	Büdingen	Hessen	j	NA	NA	NA	NA	not detected	Burg Bracht		518341.653160806	5579524.12488126	detected		518341.6532	5579524125	
1156	151	18	3	co	Sommerau	BA. Obernburg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			518383.856540937	5519394.03821438	detected		518383.8565	5519394038	
471	125	30	3	do	Storndorf	Alsfeld	Hessen	j	j	j	j	NA	detected			518456.569101228	5611559.96557158	detected		518456.5691	5611559966	
926	139	18	21	bl	Breitenborn	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	detected			518505.375883201	5556986.31198136	detected		518505.3759	5556986312	
81	111	30	3	b	Haddamar	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	detected			518537.454762923	5667773.4688946	detected		518537.4548	5667773469	
359	125	12	8	b	Steina	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			518544.925845621	5638326.27617543	detected		518544.9258	5638326276	
64	111	24	23	bo	Lohne	Fritzlar-Homberg	Hessen-Nassau	j	NA	NA	NA	NA	detected			518613.957402135	5669819.97674061	detected		518613.9574	5669819977	
956	139	24	8	do	Wirtheim	Gelnhausen	Hessen-Nassau	NA	NA	j	NA	NA	detected			518640.104644173	5563380.17521379	detected		518640.1046	5563380175	
925	139	18	13	d	Wittgenborn	Gelnhausen	Hessen-Nassau	j	j	j	NA	NA	detected			518844.344853358	5570152.40390974	detected		518844.3449	5570152404	
1261	151	36	3	b	Hettigenbeuern	AB. Buchen	Baden	j	NA	NA	NA	NA	detected			519069.796367155	5492012.77573073	detected		519069.7964	5492012776	
878	139	12	13	br	Böß-Gesäß	Büdingen	Hessen	j	NA	NA	NA	NA	not detected	Bös-Gesäß	Birstein	99999	99999	not detected	NANA	519070.87	5580528.61	f
1195	151	24	8	du	Bürgstadt	BA. Miltenberg	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			519233.203142643	5507078.10415042	detected		519233.2031	5507078104	
99	111	36	3	b	Grossenenglis	Fritzlar-Homberg	Hessen-Nassau	NA	NA	NA	j	NA	not detected	Großenenglis		519298.903606508	5658635.02426593	detected		519298.9036	5658635024	
1294	111	18	3	br	Burghasungen	Wolfhagen	Hessen-Nassau	NA	NA	j	NA	NA	not detected	Burghasungen	Zierenberg	99999	99999	not detected	NANA	519354.68	5685795.97	f
1267	151	36	23	d	Oberneudorf	AB. Buchen	Baden	j	j	j	j	NA	not detected	Oberneudorf	Buchen	99999	99999	not detected	NANA	519364.84	5483109.55	f
470	125	30	3	bo	Vadenrod	Alsfeld	Hessen	j	j	j	j	NA	detected			519407.307546281	5612519.7099114	detected		519407.3075	5612519.71	
3	98	36	14	cl	Körbecke	Warburg	Westfalen	j	j	NA	NA	NA	detected			519434.744146134	5709303.24690738	detected		519434.7441	5709303247	
833	139	6	9	cl	Hartmannshain	Schotten	Hessen	j	NA	NA	NA	NA	detected			519586.099723497	5591059.3957991	detected		519586.0997	5591059396	
510	125	36	4	cl	Eichelhain	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			519694.174443889	5601990.35443516	detected		519694.1744	5601990354	
875	139	12	4	c	Kirchbracht	Gelnhausen	Hessen-Nassau	j	j	j	NA	NA	detected			519707.103719535	5583354.08335917	detected		519707.1037	5583354083	
339	125	6	19	c	Leimsfeld	Ziegenhain	Hessen-Nassau	j	j	NA	j	NA	detected			519812.470601647	5643412.96143018	detected		519812.4706	5643412961	
1265	151	36	19	a	Unterneudorf	AB. Buchen	Baden	j	NA	NA	NA	NA	not detected	Unterneudorf	Buchen	99999	99999	not detected	NANA	519837.22	5486227.03	f
958	139	24	24	a	Lanzingen	Gelnhausen	Hessen-Nassau	NA	NA	j	NA	NA	detected			520085.360886142	5558470.84932083	detected		520085.3609	5558470849	
1268	151	36	24	a	Hollerbach	AB. Buchen	Baden	j	NA	NA	NA	NA	not detected	Hollerbach	Buchen	99999	99999	not detected	NANA	520545.87	5484383.72	f
421	125	24	14	cd	Hopfgarten	Alsfeld	Hessen	j	j	j	j	NA	detected			520945.094477894	5616784.56554351	detected		520945.0945	5616784566	
1234	151	30	24	ad	Hornbach	AB. Buchen	Baden	j	NA	NA	NA	NA	detected			999	999	not an unique name	prev. not unique	520966.4474	5493198241	found
43	111	12	14	d	Zierenberg	Wolfhagen	Hessen-Nassau	j	j	j	j	NA	detected			521140.915611519	5690926.39570626	detected		521140.9156	5690926396	
85	111	30	24	bu	Udenborn	Fritzlar-Homberg	Hessen-Nassau	j	j	NA	NA	NA	not detected	Adenborn		521156.402843069	5660065.75665067	detected		521156.4028	5660065757	
834	139	6	14	d	Völzberg	Gelnhausen	Hessen-Nassau	NA	NA	j	j	NA	detected			521333.17330828	5588975.71076016	detected		521333.1733	5588975711	
24	111	6	14	bu	Niedermeiser	Hofgeismar	Hessen-Nassau	NA	j	j	j	NA	detected			521335.657889145	5700936.40187686	detected		521335.6579	5700936402	
476	125	30	19	do	Dirlammen	Lauterbach	Hessen	j	j	j	j	NA	detected			521348.395319252	5606188.95973487	detected		521348.3953	5606188.96	
1231	151	30	14	d	Rippberg	AB. Buchen	Baden	j	j	j	j	NA	detected			521494.641475116	5496702.42588395	detected		521494.6415	5496702426	
511	125	36	14	b	Lanzenhain	Lauterbach	Hessen	j	j	j	j	NA	detected			521717.864893888	5598973.77663551	detected		521717.8649	5598973777	
84	111	30	15	a	Obermöllrich	Fritzlar-Homberg	Hessen-Nassau	NA	j	NA	NA	NA	detected			522140.351314564	5664140.08499461	detected		522140.3513	5664140085	
477	125	30	25	co	Hopfmannsfeld	Lauterbach	Hessen	j	j	j	j	NA	detected			522192.063314233	5604135.30264754	detected		522192.0633	5604135303	
1297	111	18	25	al	Elmshagen	Kassel	Hessen-Nassau	j	NA	NA	NA	NA	not detected	Elmshagen	Schauenburg	99999	99999	not detected	NANA	522422.2	5678957.42	f
337	125	6	15	ao	Spieskappel	Ziegenhain	Hessen-Nassau	NA	NA	j	j	NA	detected			522436.748144993	5645814.55430726	detected		522436.7481	5645814554	
2	98	36	10	a	Muddenhagen	Warburg	Westfalen	j	j	j	j	NA	detected			522619.943894953	5712074.60048547	detected		522619.9439	5712074.6	
424	125	24	20	b	Hergersdorf	Alsfeld	Hessen	j	j	j	j	NA	detected			522674.998773804	5615212.74628686	detected		522674.9988	5615212746	
26	111	6	20	cu	Westuffeln	Hofgeismar	Hessen-Nassau	NA	j	NA	NA	NA	detected			522682.148333144	5698117.38643671	detected		522682.1483	5698117386	
6	98	36	20	a	Lamerden	Hofgeismar	Hessen-Nassau	NA	j	NA	NA	NA	detected			522684.225833655	5708549.3412798	detected		522684.2258	5708549341	
880	139	12	15	cd	Unterreichenbach	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	detected			523013.211931827	5579764.76873066	detected		523013.2119	5579764769	
